['Time', 'UserID', 'Wireless Signal Status', 'Blink', 'Wink Left', 'Wink Right', 'Surprise', 'Furrow', 'Smile', 'Clench', 'MentalCommand Action', 'MentalCommand Power']
0.0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


0.156384393573 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


0.516068518162 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


0.641175985336 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


0.75064510107 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


0.891391038895 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


1.00086009502 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


1.1259676218 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


1.26671361923 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


1.39182114601 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


1.52474784851 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


1.64985537529 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


1.77496290207 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


1.90007042885 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


2.03299713135 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


2.13464689255 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


2.25975441933 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


2.39268112183 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


2.53342723846 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


2.63507699966 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


2.76018452644 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


2.88529205322 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


3.01039958 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


3.26843380928 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


3.40136051178 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


3.52646803856 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


3.6359372139 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


3.76104474068 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


3.88615226746 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


4.01907873154 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


4.15200567245 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


4.27711296082 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


4.30839014053 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0


